web-scraper-order,web-scraper-start-url,infos,infos-href,Details,prix,adresse,N_chambre,Superficie,img_ling-src
"1737722998-601","https://www.expat-dakar.com/appartements-meubles?page=19","Appartement meublé 3 chambres salon vue sur mer
                                3 chambre125 m²
                                                                                    Ngor,
                                                                                Dakar
                                    
                                        jeudi, 12:45
                                    
                    35 000 F Cfa
                        
                        779170639
                    
                        778893535","https://www.expat-dakar.com/annonce/appartement-meuble-3-chambres-salon-vue-sur-mer-3591301","Appartement meublé 3 chambres salon vue sur mer","35 000 F Cfa","Ngor","3","125 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9aaed9547e6e0fc2b894250d801dd719/-/horizon-files-prod/ed/picture/q7qxpvn/a96e2630227a769852111eabb5f70b4916a98808.jpg"
"1737723002-602","https://www.expat-dakar.com/appartements-meubles?page=19","2 Chambres meublé à la rue Carnot
                                2 chambre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        jeudi, 12:47
                                    
                    1 500 000 F Cfa
                        
                        786396118","https://www.expat-dakar.com/annonce/2-chambres-meuble-a-la-rue-carnot-6250372","2 Chambres meublé à la rue Carnot","1 500 000 F Cfa","Plateau","2","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/759efd368821e1f6ac52ddf304b2e5b4/-/horizon-files-prod/ed/picture/qwep0qq4/85bd5a83b470c50bb72af50c209a7498a0886d18.jpg"
"1737723006-603","https://www.expat-dakar.com/appartements-meubles?page=19","Studio meublé rue Carnot
                                1 chambre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        jeudi, 12:48
                                    
                    900 000 F Cfa
                        
                        786396118","https://www.expat-dakar.com/annonce/studio-meuble-rue-carnot-6250472","Studio meublé rue Carnot","900 000 F Cfa","Plateau","1","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ad215f56c9b1d0b82cf1e130fa728358/-/horizon-files-prod/ed/picture/qwepxmpk/18ce8e26eef00547ba45d83505fd655f7f86c82a.jpg"
"1737723013-604","https://www.expat-dakar.com/appartements-meubles?page=19","Studio meublé sur bourguiba
                                1 chambre100 m²
                                                                                    Avenue Bourguiba,
                                                                                Dakar
                                    
                                        jeudi, 15:40
                                    
                    35 000 F Cfa
                        
                        783610819","https://www.expat-dakar.com/annonce/studio-meuble-sur-bourguiba-6204756","Studio meublé sur bourguiba","35 000 F Cfa","Avenue Bourguiba","1","100 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/630ed63b0461b1448df6fee91eae1e9f/-eyJvciI6MjcwfQ%3D%3D/horizon-files-prod/ed/picture/qm5gd7wj/74aeb34544521d189ad94e65319fb4159c26536c.jpg"
"1737723021-605","https://www.expat-dakar.com/appartements-meubles?page=19","Appartement meublé longue durée entré mamelles
                                3 chambre200 m²
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        Hier, 11:22
                                    
                    1 000 000 F Cfa
                        
                        773121354","https://www.expat-dakar.com/annonce/appartement-meuble-longue-duree-entre-mamelles-6257845","Appartement meublé longue durée entré mamelles","1 000 000 F Cfa","Mamelles","3","200 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/94b9db4297219859ae1fdf2b70c3021b/-/horizon-files-prod/ed/picture/q78wqqgm/44dc33d6fe1fc1f53c1b8ad1cbb73767fcd425d3.jpg"
"1737723029-606","https://www.expat-dakar.com/appartements-meubles?page=18","Studio Meublé
                                1 chambre
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        jeudi, 16:21
                                    
                    22 500 F Cfa
                        
                        777032727","https://www.expat-dakar.com/annonce/studio-meuble-6071703","Studio Meublé","22 500 F Cfa","Almadies","1","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/12a7070f53be96870d2af25d912c46f6/-/horizon-files-prod/ed/picture/q0gwq7rz/ddf6e4981184e00116ebe7ada43dbc12b0f292ba.jpg"
"1737723035-607","https://www.expat-dakar.com/appartements-meubles?page=18","MINI STUDIO MEUBLÉ
                                
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        19. déc. '24, 16:58
                                    
                    25 000 F Cfa
                        
                        777032727","https://www.expat-dakar.com/annonce/mini-studio-meuble-6238650","MINI STUDIO MEUBLÉ","25 000 F Cfa","Almadies","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/508767956696cea3071678b6fb792453/-/horizon-files-prod/ed/picture/qwep9v7m/acceae9b7ca81846d44ce37403cc628eebdf68c8.jpg"
"1737723040-608","https://www.expat-dakar.com/appartements-meubles?page=18","Bel appartement meublé à louer a Ouest foire
                                
                                                                                    Ouest foire,
                                                                                Dakar
                                    
                                        jeudi, 17:36
                                    
                    25 000 F Cfa
                        
                        778656957
                    
                        709532371","https://www.expat-dakar.com/annonce/bel-appartement-meuble-a-louer-a-ouest-foire-4479771","Bel appartement meublé à louer a Ouest foire","25 000 F Cfa","Ouest foire","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b946da6b516251b3c338a3c659ad29ac/-/horizon-files-prod/ed/picture/qnmdvvr/c1d52f7def25766785983cddd7b30913fc02dcea.jpg"
"1737723044-609","https://www.expat-dakar.com/appartements-meubles?page=18","STUDIO MEUBLÉ MAMELLE
                                
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        jeudi, 17:38
                                    
                    20 000 F Cfa
                        
                        771948989
                    
                        774586048","https://www.expat-dakar.com/annonce/studio-meuble-mamelle-6092244","STUDIO MEUBLÉ MAMELLE","20 000 F Cfa","Mamelles","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/97059ba253863abfe33a1a6ae8db89a4/-/horizon-files-prod/ed/picture/q6xd7knd/44f582d62274a676eae3798cd1b6ce86b7415b63.jpg"
"1737723050-610","https://www.expat-dakar.com/appartements-meubles?page=18","2 chambres climatisées plus salon meublés à Mariste 2 au RDC
                                2 chambre90 m²
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        jeudi, 17:59
                                    
                    30 000 F Cfa
                        
                        762668595","https://www.expat-dakar.com/annonce/2-chambres-climatisees-plus-salon-meubles-a-mariste-2-au-rdc-6046833","2 chambres climatisées plus salon meublés à Mariste 2 au RDC","30 000 F Cfa","Hann maristes","2","90 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8ae0d83cdec06ddb034558505248c96d/-/horizon-files-prod/ed/picture/qxj2v0xj/ad581f5c258ea4de5d569e4d61d71c1b58b492f0.jpg"
"1737723055-611","https://www.expat-dakar.com/appartements-meubles?page=18","Studio meublé aux Almadies
                                1 chambre75 m²
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        jeudi, 18:11
                                    
                    30 000 F Cfa
                        
                        773322508
                    
                        784830909
                    
                        772484233","https://www.expat-dakar.com/annonce/studio-meuble-aux-almadies-6073005","Studio meublé aux Almadies","30 000 F Cfa","Almadies","1","75 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ff9b335ae8e9d9ef77aa64a1524392e2/-/horizon-files-prod/ed/picture/qngx40zv/e5941ea69aedd072898e1fc4a9af6058c468f0be.jpg"
"1737723061-612","https://www.expat-dakar.com/appartements-meubles?page=18","Jolie Villa Calme avec des 3 appartements indépendants
                                2 chambre300 m²
                                                                                    Toubab Dialaw,
                                                                                Thiès
                                    
                                        jeudi, 18:12
                                    
                    35 000 F Cfa
                        
                        773322508
                    
                        784830909
                    
                        772484233","https://www.expat-dakar.com/annonce/jolie-villa-calme-avec-des-3-appartements-independants-6083687","Jolie Villa Calme avec des 3 appartements indépendants","35 000 F Cfa","Toubab Dialaw","2","300 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2d2ade2019353b1cb49f5e33cca4be46/-/horizon-files-prod/ed/picture/qzvdgrq8/0cabfd9c2f7a6f58b7c82808692784bf208c290d.png"
"1737723065-613","https://www.expat-dakar.com/appartements-meubles?page=18","Très joli studio sur la corniche de Ouakam
                                1 chambre70 m²
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        jeudi, 18:27
                                    
                    650 000 F Cfa
                        
                        772251409
                    
                        760121325","https://www.expat-dakar.com/annonce/tres-joli-studio-sur-la-corniche-de-ouakam-6171170","Très joli studio sur la corniche de Ouakam","650 000 F Cfa","Ouakam","1","70 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/031ebedc5897e1100540e9f929afd026/-/horizon-files-prod/ed/picture/q9mjr6rv/a1990ebb03f2d925252c64eb3647dcd6eccd9de3.jpg"
"1737723071-614","https://www.expat-dakar.com/appartements-meubles?page=18","Appartement F4 meublé et entièrement équipé aux Mamelles
                                3 chambre200 m²
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        13. nov. '24, 16:44
                                    
                    40 000 F Cfa
                        
                        776173340","https://www.expat-dakar.com/annonce/appartement-f4-meuble-et-entierement-equipe-aux-mamelles-5687177","Appartement F4 meublé et entièrement équipé aux Mamelles","40 000 F Cfa","Mamelles","3","200 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6e67ea035f540b81cd99b14c13f4279b/-/horizon-files-prod/ed/picture/qxj6g6kj/2fc3a01227a04bd145e1d75fb3b6eef3f08c3977.jpg"
"1737723076-615","https://www.expat-dakar.com/appartements-meubles?page=18","Studio meublé
                                1 chambre80 m²
                                                                                    Liberte 6 extension,
                                                                                Dakar
                                    
                                        jeudi, 23:37
                                    
                    25 000 F Cfa
                        
                        775158519
                    
                        775158519","https://www.expat-dakar.com/annonce/studio-meuble-5769374","Studio meublé","25 000 F Cfa","Liberte 6 extension","1","80 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/556adb303667002e8c4eda39de17797c/-/horizon-files-prod/ed/picture/q8vz264p/da565ee597f3185138dba280daee3abcce700503.jpg"
"1737723083-616","https://www.expat-dakar.com/appartements-meubles?page=17","Mini studio à louer à Ouakam
                                1 chambre
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        vendredi, 09:02
                                    
                    17 500 F Cfa
                        
                        786061091
                    
                        786061091","https://www.expat-dakar.com/annonce/mini-studio-a-louer-a-ouakam-6032911","Mini studio à louer à Ouakam","17 500 F Cfa","Ouakam","1","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/927be602f9d5b13eca365343d444c59f/-/horizon-files-prod/ed/picture/qxj27em8/1be4361ef74d51aae7aaadc3935a86c5a92c0b53.jpg"
"1737723088-617","https://www.expat-dakar.com/appartements-meubles?page=17","Appartement avec piscine à Ngor
                                
                                                                                    Ngor,
                                                                                Dakar
                                    
                                        vendredi, 10:06
                                    
                    90 000 F Cfa
                        
                        778057481
                    
                        708832038","https://www.expat-dakar.com/annonce/appartement-avec-piscine-a-ngor-6256289","Appartement avec piscine à Ngor","90 000 F Cfa","Ngor","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e7adc1f4f8569f37280ed35fd99ef816/-/horizon-files-prod/ed/picture/q78wqrwz/d0c06fada64e018c922fffed24f64e08a9728411.jpg"
"1737723092-618","https://www.expat-dakar.com/appartements-meubles?page=17","Magnifique studio haut standing à ngor
                                
                                                                                    Ngor,
                                                                                Dakar
                                    
                                        vendredi, 10:06
                                    
                    40 000 F Cfa
                        
                        778057481
                    
                        708832038","https://www.expat-dakar.com/annonce/magnifique-studio-haut-standing-a-ngor-6256276","Magnifique studio haut standing à ngor","40 000 F Cfa","Ngor","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/458bab3858278ec16d9d8b11d5cbb22b/-/horizon-files-prod/ed/picture/qrz8w488/5f59d96145a721e246e1c2656dacd7745a76d619.jpg"
"1737723097-619","https://www.expat-dakar.com/appartements-meubles?page=17","Appartement haut standing f3 à point E
                                
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        vendredi, 10:07
                                    
                    100 000 F Cfa
                        
                        778057481
                    
                        708832038","https://www.expat-dakar.com/annonce/appartement-haut-standing-f3-a-point-e-6252166","Appartement haut standing f3 à point E","100 000 F Cfa","Point-e","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e9ab6a45cf751a2b1c2bb92c98000efd/-/horizon-files-prod/ed/picture/q6xdwkwv/9fe311bfd48e064e6f7c1c113a79a2aad756d9b9.jpg"
"1737723101-620","https://www.expat-dakar.com/appartements-meubles?page=17","Studio meublé
                                1 chambre75 m²
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        vendredi, 12:04
                                    
                    20 000 F Cfa
                        
                        776447400
                    
                        776342092
                    
                        775342092","https://www.expat-dakar.com/annonce/studio-meuble-5462770","Studio meublé","20 000 F Cfa","Hann maristes","1","75 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c3df16393b28c384563ab7c085f8f157/-/horizon-files-prod/ed/picture/q9mmr0zv/0accbd4185f22bf0878b6d9356e68ef53060e97a.jpg"
"1737723105-621","https://www.expat-dakar.com/appartements-meubles?page=17","Appartement meublé
                                2 chambre150 m²
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        vendredi, 12:05
                                    
                    25 000 F Cfa
                        
                        776447400
                    
                        776342092
                    
                        775342092","https://www.expat-dakar.com/annonce/appartement-meuble-2748646","Appartement meublé","25 000 F Cfa","Hann maristes","2","150 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/06d821da3de3cbd294038819bea17913/-/horizon-files-prod/ed/picture/migrated/qx8kq0v/8bb47437d07291e781600cc41c9d3c77520b1e97.jpg"
"1737723112-622","https://www.expat-dakar.com/appartements-meubles?page=17","Appart 2 chambres meublés Almadies
                                2 chambre
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        vendredi, 13:47
                                    
                    45 000 F Cfa
                        
                        765630430","https://www.expat-dakar.com/annonce/appart-2-chambres-meubles-almadies-6131368","Appart 2 chambres meublés Almadies","45 000 F Cfa","Almadies","2","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/962ba37a228931c0ec5c4a650a5ea5f0/-/horizon-files-prod/ed/picture/qv4we8p5/0b138a28f152a95ebf6d747188867c263ecedaef.jpg"
"1737723116-623","https://www.expat-dakar.com/appartements-meubles?page=17","STUDIO MEUBLÉ À LOUER OUAKAM
                                1 chambre60 m²
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        vendredi, 14:35
                                    
                    40 000 F Cfa
                        
                        779811919
                    
                        338252230
                    
                        704500101","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-ouakam-4812538","STUDIO MEUBLÉ À LOUER OUAKAM","40 000 F Cfa","Ouakam","1","60 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dca2c816e9a300b9a11eebc1c88cb53a/-/horizon-files-prod/ed/picture/qpx7kg4/2d522a11e230eab615a0bfddfc4a0bd019db512d.jpg"
"1737723121-624","https://www.expat-dakar.com/appartements-meubles?page=17","Appartement meublé F1et F2 à louer au virage
                                
                                                                                    Virage,
                                                                                Dakar
                                    
                                        vendredi, 15:15
                                    
                    130 000 F Cfa
                        
                        783001717","https://www.expat-dakar.com/annonce/appartement-meuble-f1et-f2-a-louer-au-virage-6252668","Appartement meublé F1et F2 à louer au virage","130 000 F Cfa","Virage","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/493356271370efdad160b67e65102e5c/-/horizon-files-prod/ed/picture/qv4wrwjw/7f411bc1c3c82417c95d2ef85f86f4782c68af06.jpg"
"1737723127-625","https://www.expat-dakar.com/appartements-meubles?page=17","Appartement F3 Meublé  à la SIPRES 2
                                
                                                                                    Liberte 6,
                                                                                Dakar
                                    
                                        vendredi, 15:58
                                    
                    35 000 F Cfa
                        
                        775691332","https://www.expat-dakar.com/annonce/appartement-f3-meuble-a-la-sipres-2-6258864","Appartement F3 Meublé  à la SIPRES 2","35 000 F Cfa","Liberte 6","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3b3195d7faa1b1ec74088909be496749/-/horizon-files-prod/ed/picture/qenv8e74/91dbcb1fe261ec962b286d9cd289e040d05a5d0f.jpg"
"1737723137-626","https://www.expat-dakar.com/appartements-meubles?page=16","Appartement meublé Dakar Sud foire
                                2 chambre
                                                                                    Sud foire,
                                                                                Dakar
                                    
                                        vendredi, 16:15
                                    
                    35 000 F Cfa
                        
                        779079276","https://www.expat-dakar.com/annonce/appartement-meuble-dakar-sud-foire-6098747","Appartement meublé Dakar Sud foire","35 000 F Cfa","Sud foire","2","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/be61e6a91e9ccd25a913d27c19639405/-/horizon-files-prod/ed/picture/q0g7p46j/abdcbd0c8ed7b4d77b4176e47157e5ae4b07af50.jpg"
"1737723141-627","https://www.expat-dakar.com/appartements-meubles?page=16","Studio meublé à louer à Ouest Foire
                                1 chambre
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        vendredi, 16:30
                                    
                    20 000 F Cfa
                        
                        770793819
                    
                        772703325","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-a-ouest-foire-2728407","Studio meublé à louer à Ouest Foire","20 000 F Cfa","Yoff","1","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bd422a2afe748d43c5a6ec419febc8ec/-/horizon-files-prod/ed/picture/migrated/qd06kgg/3a80e3f353bf1eded096dda1a6e0838d9f0b4bc6.jpg"
"1737723146-628","https://www.expat-dakar.com/appartements-meubles?page=16","Appartement F2 Meublé à la SIPRES 2
                                
                                                                                    Liberte 6,
                                                                                Dakar
                                    
                                        vendredi, 16:49
                                    
                    30 000 F Cfa
                        
                        775691332","https://www.expat-dakar.com/annonce/appartement-f2-meuble-a-la-sipres-2-6258890","Appartement F2 Meublé à la SIPRES 2","30 000 F Cfa","Liberte 6","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/68b41054be61fccb2c6c7a029fc11fbf/-/horizon-files-prod/ed/picture/qv4wr60m/a9679ae509e69425b023bdd793f0e5413073845a.jpg"
"1737723152-629","https://www.expat-dakar.com/appartements-meubles?page=16","Studios meublè en location à Ngor Almadies
                                96 m²
                                                                                    Ngor,
                                                                                Dakar
                                    
                                        vendredi, 16:42
                                    
                    600 000 F Cfa
                        
                        767593850","https://www.expat-dakar.com/annonce/studios-meuble-en-location-a-ngor-almadies-5052516","Studios meublè en location à Ngor Almadies","600 000 F Cfa","Ngor","","96 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c522d55858029fbd3d7e6a9d81e29f3e/-/horizon-files-prod/ed/picture/qpkq7dv/0c8e5d1b75a9d6e807cd07ad37eedff38fc3d4b2.jpg"
"1737723156-630","https://www.expat-dakar.com/appartements-meubles?page=16","magnifique studio meublé a la cité mourtalla
                                1 chambre
                                                                                    VDN,
                                                                                Dakar
                                    
                                        vendredi, 17:40
                                    
                    600 000 F Cfa
                        
                        776374018
                    
                        783091212
                    
                        776374014","https://www.expat-dakar.com/annonce/magnifique-studio-meuble-a-la-cite-mourtalla-6090131","magnifique studio meublé a la cité mourtalla","600 000 F Cfa","VDN","1","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a65f01d7d28370e5c83348f58365a7ac/-/horizon-files-prod/ed/picture/q448exx8/4e434b66f5f8a6f99d74d0479fe3c2277c7951eb.jpg"
"1737723160-631","https://www.expat-dakar.com/appartements-meubles?page=16","appartement F3 à Diamnadio SD city
                                2 chambre
                                                                                    Diamniadio,
                                                                                Dakar
                                    
                                        vendredi, 17:42
                                    
                    450 000 F Cfa
                        
                        776374018
                    
                        783091212
                    
                        776374014","https://www.expat-dakar.com/annonce/appartement-f3-a-diamnadio-sd-city-6185889","appartement F3 à Diamnadio SD city","450 000 F Cfa","Diamniadio","2","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d324a88ad811ff70299b0ff576e78cbe/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/q78w0k6z/229f94436124824dc1f4c85c9b293b5f78acdf05.jpg"
"1737723166-632","https://www.expat-dakar.com/appartements-meubles?page=16","Appartement Meublé Dakar Rond Point Jet d’Eau
                                92 m²
                                                                                    Liberte 1,
                                                                                Dakar
                                    
                                        vendredi, 20:21
                                    
                    23 000 F Cfa
                        
                        775368677","https://www.expat-dakar.com/annonce/appartement-meuble-dakar-rond-point-jet-deau-6231284","Appartement Meublé Dakar Rond Point Jet d’Eau","23 000 F Cfa","Liberte 1","","92 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c0fa9148defdd21a6069e0f6a5ea93b8/-/horizon-files-prod/ed/picture/qde7z7j7/235247f35c7d73dafc18a526da81a81b480109e2.jpg"
"1737723169-633","https://www.expat-dakar.com/appartements-meubles?page=16","Appartement 2 chambres Dakar SODIDA
                                2 chambre46 m²
                                                                                    Hlm,
                                                                                Dakar
                                    
                                        vendredi, 20:21
                                    
                    13 000 F Cfa
                        
                        775368677","https://www.expat-dakar.com/annonce/appartement-2-chambres-dakar-sodida-6231554","Appartement 2 chambres Dakar SODIDA","13 000 F Cfa","Hlm","2","46 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/33ad15cb1e1db57edc3fe9d838485d5d/-/horizon-files-prod/ed/picture/qrz8krq5/99db5ddf1d034c010aa18251c61c6e64a5e4e411.jpg"
"1737723172-634","https://www.expat-dakar.com/appartements-meubles?page=16","Appartement meublé Chic et lumineux à Sacre Coeur 2
                                2 chambre75 m²
                                                                                    Sacré-cœur,
                                                                                Dakar
                                    
                                        vendredi, 21:19
                                    
                    35 000 F Cfa
                        
                        773146213","https://www.expat-dakar.com/annonce/appartement-meuble-chic-et-lumineux-a-sacre-coeur-2-6241101","Appartement meublé Chic et lumineux à Sacre Coeur 2","35 000 F Cfa","Sacré-cœur","2","75 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0af527c1d989645b590cb6c0d344cef2/-/horizon-files-prod/ed/picture/q78w472g/c1593f18e68c04ceeecc0dee4dcdd03b164a8b95.jpg"
"1737723175-635","https://www.expat-dakar.com/appartements-meubles?page=16","Appartement meublé F4 à louer
                                4 chambre170 m²
                                                                                    Fenêtre mermoz,
                                                                                Dakar
                                    
                                        vendredi, 22:31
                                    
                    1 750 000 F Cfa
                        
                        771020964","https://www.expat-dakar.com/annonce/appartement-meuble-f4-a-louer-6241580","Appartement meublé F4 à louer","1 750 000 F Cfa","Fenêtre mermoz","4","170 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0ee00dc4121e9cb05c2feaf904fbec5e/-/horizon-files-prod/ed/picture/qkr8ngj8/dbe9e73ae23ab1568da3f63234f15d50e897167d.jpg"
"1737723180-636","https://www.expat-dakar.com/appartements-meubles?page=15","Appartements/villa à louer en airbnb
                                
                                                                                    Saly,
                                                                                Thiès
                                    
                                        Hier, 15:08
                                    
                        768113458","https://www.expat-dakar.com/annonce/appartementsvilla-a-louer-en-airbnb-6255511","Appartements/villa à louer en airbnb","","Saly","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4f46fc920fa1f9be3e09f8eaa0c1f8b7/-/horizon-files-prod/ed/picture/qxjpmxnq/88007bdb337ebae5364e727c443db83493a10281.jpg"
"1737723185-637","https://www.expat-dakar.com/appartements-meubles?page=15","Appartement meublé au mamelle wakam
                                3 chambre150 m²
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        samedi, 04:00
                                    
                    40 000 F Cfa
                        
                        761819807
                    
                        774195599","https://www.expat-dakar.com/annonce/appartement-meuble-au-mamelle-wakam-6177065","Appartement meublé au mamelle wakam","40 000 F Cfa","Mamelles","3","150 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5fd93d63b796b13fc542e58b7268212f/-/horizon-files-prod/ed/picture/qzvpj46k/dc0a91ed2c8a2ed45d0d1c439b73a24e718df936.jpg"
"1737723190-638","https://www.expat-dakar.com/appartements-meubles?page=15","Appartement meublé à louer
                                3 chambre150 m²
                                                                                    Zac Mbao,
                                                                                Dakar
                                    
                                        samedi, 08:34
                                    
                    30 000 F Cfa
                        
                        772421389
                    
                        784396412","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-6022617","Appartement meublé à louer","30 000 F Cfa","Zac Mbao","3","150 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cb620a4da46e2c0a3bd177c391bf0794/-/horizon-files-prod/ed/picture/q2jqv2g8/df0b70a84a8287b241d2b03a026339c61f2640b8.jpg"
"1737723194-639","https://www.expat-dakar.com/appartements-meubles?page=15","Appartement F4 meublé à Ngor résidence (location mensuelle)
                                3 chambre
                                                                                    Ngor,
                                                                                Dakar
                                    
                                        samedi, 10:28
                                    
                    750 000 F Cfa
                        
                        771079433","https://www.expat-dakar.com/annonce/appartement-f4-meuble-a-ngor-residence-location-mensuelle-6234850","Appartement F4 meublé à Ngor résidence (location mensuelle)","750 000 F Cfa","Ngor","3","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ee42182ee5e4cd3abc0d91bb74739aa2/-/horizon-files-prod/ed/picture/qwep98dg/a36a71c22d5d891655fdb9871f4ae51b82e7491f.jpg"
"1737723197-640","https://www.expat-dakar.com/appartements-meubles?page=15","Beau Studio meublé Ngor-Almadies
                                1 chambre140 m²
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        samedi, 10:31
                                    
                    25 000 F Cfa
                        
                        784574920","https://www.expat-dakar.com/annonce/beau-studio-meuble-ngor-almadies-6012319","Beau Studio meublé Ngor-Almadies","25 000 F Cfa","Almadies","1","140 m²","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9ac1b2537eb37643f796f15ef753e7e5/-/horizon-files-prod/ed/picture/q56xqqxp/348073bb9c93159e420003f1981e478a9a8ba310.jpg"
"1737723202-641","https://www.expat-dakar.com/appartements-meubles?page=15","Studio meublé à Ngor
                                1 chambre
                                                                                    Ngor,
                                                                                Dakar
                                    
                                        samedi, 13:59
                                    
                    25 000 F Cfa
                        
                        780130877","https://www.expat-dakar.com/annonce/studio-meuble-a-ngor-5055380","Studio meublé à Ngor","25 000 F Cfa","Ngor","1","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/11fd7bf825baf0c41a2104ba47d3a4b4/-/horizon-files-prod/ed/picture/qk9vemm/cbbacec9df5d68c3bede7dead497969c1f0773a0.jpg"
"1737723206-642","https://www.expat-dakar.com/appartements-meubles?page=15","Appartement virage vue sur mer
                                
                                                                                    Virage,
                                                                                Dakar
                                    
                                        samedi, 15:29
                                    
                    30 000 F Cfa
                        
                        779170639
                    
                        778893535","https://www.expat-dakar.com/annonce/appartement-virage-vue-sur-mer-6085867","Appartement virage vue sur mer","30 000 F Cfa","Virage","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2fbace2363065e55c52e62b740aa666d/-/horizon-files-prod/ed/picture/q785nr7x/d1e4e680cb579e0e54f5750b5e2b851f820ab0d3.jpg"
"1737723209-643","https://www.expat-dakar.com/appartements-meubles?page=15","Studio meublé à la Cité keur Gorgui
                                
                                                                                    Cité keur gorgui,
                                                                                Dakar
                                    
                                        samedi, 17:36
                                    
                    25 000 F Cfa
                        
                        783711578","https://www.expat-dakar.com/annonce/studio-meuble-a-la-cite-keur-gorgui-6200730","Studio meublé à la Cité keur Gorgui","25 000 F Cfa","Cité keur gorgui","","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/04e74ffb95eb1782cce66a002fbf8ef9/-/horizon-files-prod/ed/picture/q8v4nkg9/fbed39b3942077ecf3a3af456512fefb9ff8aa78.jpg"
